Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2
2005.03,5.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2006.03,-2.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2007.03,-1.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2008.03,0.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2009.03,-6.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2010.03,-3.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2011.03,5.6,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2012.03,1.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2013.03,-1.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2014.03,-0.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2015.03,0,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2016.03,-3.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2017.03,1.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2018.03,-0.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
2019.03,-1.6,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Wholesale Trade
1978.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1979.03,1019,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1980.03,969,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1981.03,924,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1982.03,935,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1983.03,885,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1984.03,891,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1985.03,815,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1986.03,777,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1987.03,718,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1988.03,716,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1989.03,671,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1990.03,653,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1991.03,615,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1992.03,602,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1993.03,616,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1994.03,633,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1995.03,654,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1996.03,654,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1997.03,652,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1998.03,643,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1999.03,624,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2000.03,646,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2001.03,637,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2002.03,646,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2003.03,649,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2004.03,640,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2005.03,645,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2006.03,632,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2007.03,615,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2008.03,607,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2009.03,582,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2010.03,582,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2011.03,593,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2012.03,610,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2013.03,616,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2014.03,623,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2015.03,638,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2016.03,662,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2017.03,683,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2018.03,696,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2019.03,706,PROVISIONAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1979.03,1.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1980.03,-4.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1981.03,-4.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1982.03,1.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1983.03,-5.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1984.03,0.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1985.03,-8.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1986.03,-4.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1987.03,-7.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1988.03,-0.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1989.03,-6.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1990.03,-2.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1991.03,-5.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1992.03,-2.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1993.03,2.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1994.03,2.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1995.03,3.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1996.03,-0.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1997.03,-0.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1998.03,-1.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1999.03,-2.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2000.03,3.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2001.03,-1.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2002.03,1.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2003.03,0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2004.03,-1.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2005.03,0.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2006.03,-2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2007.03,-2.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2008.03,-1.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2009.03,-4.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2010.03,0,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2011.03,1.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2012.03,2.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2013.03,1,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2014.03,1.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2015.03,2.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2016.03,3.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2017.03,3.2,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2018.03,2,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
2019.03,1.4,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Retail Trade
1978.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1979.03,1019,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1980.03,955,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1981.03,909,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1982.03,930,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1983.03,890,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1984.03,878,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1985.03,860,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1986.03,810,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1987.03,748,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1988.03,669,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1989.03,629,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1990.03,610,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1991.03,546,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1992.03,535,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1993.03,539,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1994.03,558,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1995.03,592,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1996.03,620,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1997.03,591,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1998.03,600,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1999.03,573,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2000.03,574,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2001.03,562,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2002.03,555,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2003.03,550,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2004.03,507,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2005.03,493,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2006.03,477,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2007.03,478,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2008.03,453,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2009.03,435,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2010.03,445,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2011.03,456,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2012.03,463,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2013.03,471,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2014.03,493,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2015.03,527,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2016.03,535,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2017.03,548,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2018.03,569,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2019.03,568,PROVISIONAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1979.03,1.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1980.03,-6.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1981.03,-4.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1982.03,2.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1983.03,-4.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1984.03,-1.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1985.03,-2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1986.03,-5.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1987.03,-7.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1988.03,-10.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1989.03,-6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1990.03,-3,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1991.03,-10.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1992.03,-2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1993.03,0.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1994.03,3.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1995.03,6,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1996.03,4.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1997.03,-4.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1998.03,1.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1999.03,-4.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2000.03,0.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2001.03,-2.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2002.03,-1.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2003.03,-0.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2004.03,-7.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2005.03,-2.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2006.03,-3.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2007.03,0.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2008.03,-5.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2009.03,-4,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2010.03,2.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2011.03,2.6,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2012.03,1.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2013.03,1.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2014.03,4.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2015.03,7,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2016.03,1.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2017.03,2.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2018.03,3.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
2019.03,-0.1,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Accommodation and Food Services
1978.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1979.03,1020,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1980.03,1098,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1981.03,1097,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1982.03,1091,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1983.03,1093,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1984.03,1245,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1985.03,1364,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1986.03,1232,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1987.03,1336,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1988.03,1389,FINAL,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1989.03,1537,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1990.03,1449,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1991.03,1469,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1992.03,1585,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1993.03,1748,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1994.03,1955,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1995.03,2183,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1996.03,2390,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1997.03,2411,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1998.03,2383,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
1999.03,2362,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
2000.03,2451,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
2001.03,2485,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
2002.03,2513,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
2003.03,2433,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
2004.03,2316,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
2005.03,2354,REVISED,Index,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Transport, Postal and Warehousing"
